Left,Right,Date
James Madison Dukes,Charleston Cougars,2/15/2018
Mercer Bears,VMI Keydets,2/15/2018
Mount St. Mary's Mountaineers,Fairleigh Dickinson Knights,2/15/2018
UNC Asheville Bulldogs,Liberty Flames,2/15/2018
UNCW Seahawks,Elon Phoenix,2/15/2018
Northeastern Huskies,Drexel Dragons,2/15/2018
North Florida Ospreys,USC Upstate Spartans,2/15/2018
Presbyterian Blue Hose,High Point Panthers,2/15/2018
Rider Broncs,Siena Saints,2/15/2018
Robert Morris Colonials,Bryant Bulldogs,2/15/2018
St. Francis Brooklyn Terriers,LIU Brooklyn Blackbirds,2/15/2018
Saint Francis U Red Flash,Central Connecticut State Blue Devils,2/15/2018
Stetson Hatters,Lipscomb Bisons,2/15/2018
Towson Tigers,Delaware Fightin' Blue Hens,2/15/2018
Vermont Catamounts,New Hampshire Wildcats,2/15/2018
Gardner-Webb Runnin' Bulldogs,Winthrop Eagles,2/15/2018
Quinnipiac Bobcats,Manhattan Jaspers,2/15/2018
Longwood Lancers,Charleston Southern Buccaneers,2/15/2018
Binghamton Bearcats,Stony Brook Seawolves,2/15/2018
FGCU Eagles,Kennesaw State Owls,2/15/2018
Massachusetts-Lowell River Hawks,Albany Great Danes,2/15/2018
Southeast Missouri State Redhawks,Eastern Illinois Panthers,2/15/2018
Western Carolina Catamounts,Wofford Terriers,2/15/2018
Coastal Carolina Chanticleers,Troy Trojans,2/15/2018
Appalachian State Mountaineers,South Alabama Jaguars,2/15/2018
Belmont Bruins,Eastern Kentucky Colonels,2/15/2018
UMKC Kangaroos,Chicago State Cougars,2/15/2018
Murray State Racers,Jacksonville State Gamecocks,2/15/2018
Louisiana-Monroe Warhawks,UT Arlington Mavericks,2/15/2018
